"Permit Number","Permit Name","DBA","Class","Class Issue Status","Date Of Action","Street1","Street2","City","State","Zip","City/Twp of Premises","County","Agency Number","Quota Exempt Class","Site Location Vote"
"7311427","RESTAURANT ON 25TH LLC","DBA NANO BREW CLEVELAND 1ST FL & BSMT & PATIOS","A1A","ISSUED","8/10/2012","1859 W 25TH","","CLEVELAND","OH","44113","CLEVELAND","CUYAHOGA","00917","NOT A QUOTA EXEMPT CLASS","NO"
"7311427","RESTAURANT ON 25TH LLC","DBA NANO BREW CLEVELAND 1ST FL & BSMT & PATIOS","A1C","ISSUED","10/1/2013","1859 W 25TH","","CLEVELAND","OH","44113","CLEVELAND","CUYAHOGA","00917","NOT A QUOTA EXEMPT CLASS","NO"
"7311427","RESTAURANT ON 25TH LLC","DBA NANO BREW CLEVELAND 1ST FL & BSMT & PATIOS","D6","ISSUED","8/10/2012","1859 W 25TH","","CLEVELAND","OH","44113","CLEVELAND","CUYAHOGA","00917","NOT A QUOTA EXEMPT CLASS","NO"
"731142700003","RESTAURANT ON 25TH LLC","","A1A","ISSUED","8/17/2012","1859 W 25TH","","CLEVELAND","OH","44113","CLEVELAND","CUYAHOGA","00917","NOT A QUOTA EXEMPT CLASS","NO"
"731142700003","RESTAURANT ON 25TH LLC","","D6","ISSUED","8/17/2012","1859 W 25TH","","CLEVELAND","OH","44113","CLEVELAND","CUYAHOGA","00917","NOT A QUOTA EXEMPT CLASS","NO"
"7305855","REUSS BROTHERS LLC","","D5","ISSUED","8/26/2021","17119 LORAIN AVE","","CLEVELAND","OH","44111","CLEVELAND","CUYAHOGA","00917","NOT A QUOTA EXEMPT CLASS","NO"
"7305855","REUSS BROTHERS LLC","","D6","ISSUED","8/26/2021","17119 LORAIN AVE","","CLEVELAND","OH","44111","CLEVELAND","CUYAHOGA","00917","NOT A QUOTA EXEMPT CLASS","NO"
"7315819","REVENUE INC","","D5","ISSUED","12/24/1996","5200 MEMPHIS AV","","CLEVELAND","OHIO","44144","CLEVELAND","CUYAHOGA","00914","NOT A QUOTA EXEMPT CLASS","NO"
"7315819","REVENUE INC","","D6","ISSUED","12/24/1996","5200 MEMPHIS AV","","CLEVELAND","OHIO","44144","CLEVELAND","CUYAHOGA","00914","NOT A QUOTA EXEMPT CLASS","NO"
"72291300005","RHHJ PRODUCTIONS LLC","DBA RIB CAGE 1ST FL BSM & PATIO","D5","ISSUED","7/15/2019","1830-34 W 25TH ST","","CLEVELAND","OH","44113","CLEVELAND","CUYAHOGA","00914","NOT A QUOTA EXEMPT CLASS","NO"
"72291300005","RHHJ PRODUCTIONS LLC","DBA RIB CAGE 1ST FL BSM & PATIO","D6","ISSUED","7/15/2019","1830-34 W 25TH ST","","CLEVELAND","OH","44113","CLEVELAND","CUYAHOGA","00914","NOT A QUOTA EXEMPT CLASS","NO"
"7229130","RHHJ PRODUCTIONS LLC","DBA THE RIB CAGE 1ST FL & BSMT & PATIOS","D5","ISSUED","9/26/2013","2214-2218 LEE RD","","CLEVELAND HGTS","OH","44118","CLEVELAND HGTS","CUYAHOGA","00914","TRANSFER EXEMPT","NO"
"7229130","RHHJ PRODUCTIONS LLC","DBA THE RIB CAGE 1ST FL & BSMT & PATIOS","D6","ISSUED","9/26/2013","2214-2218 LEE RD","","CLEVELAND HGTS","OH","44118","CLEVELAND HGTS","CUYAHOGA","00914","TRANSFER EXEMPT","NO"
"73350880005","RHODES INC","DBA COCKTAILS CLEVELAND","D1","ISSUED","11/29/2005","9208 DETROIT AV & PATIO","","CLEVELAND","OHIO","44102","CLEVELAND","CUYAHOGA","00989","NOT A QUOTA EXEMPT CLASS","NO"
"73350880005","RHODES INC","DBA COCKTAILS CLEVELAND","D2","ISSUED","11/29/2005","9208 DETROIT AV & PATIO","","CLEVELAND","OHIO","44102","CLEVELAND","CUYAHOGA","00989","NOT A QUOTA EXEMPT CLASS","NO"
"73350880005","RHODES INC","DBA COCKTAILS CLEVELAND","D3","ISSUED","11/29/2005","9208 DETROIT AV & PATIO","","CLEVELAND","OHIO","44102","CLEVELAND","CUYAHOGA","00989","NOT A QUOTA EXEMPT CLASS","NO"
"73350880005","RHODES INC","DBA COCKTAILS CLEVELAND","D3A","ISSUED","11/29/2005","9208 DETROIT AV & PATIO","","CLEVELAND","OHIO","44102","CLEVELAND","CUYAHOGA","00989","NOT A QUOTA EXEMPT CLASS","NO"
"73350880005","RHODES INC","DBA COCKTAILS CLEVELAND","D6","ISSUED","11/29/2005","9208 DETROIT AV & PATIO","","CLEVELAND","OHIO","44102","CLEVELAND","CUYAHOGA","00989","NOT A QUOTA EXEMPT CLASS","NO"
"73626610001","RIDA INC","DBA GREEN LITE BEVERAGE & LIQUOR UNIT D","C1","ISSUED","4/13/2015","18314 EUCLID AV","","CLEVELAND","OH","44112","CLEVELAND","CUYAHOGA","","NOT A QUOTA EXEMPT CLASS","NO"
"73626610001","RIDA INC","DBA GREEN LITE BEVERAGE & LIQUOR UNIT D","C2","ISSUED","4/13/2015","18314 EUCLID AV","","CLEVELAND","OH","44112","CLEVELAND","CUYAHOGA","","NOT A QUOTA EXEMPT CLASS","NO"
"73626610001","RIDA INC","DBA GREEN LITE BEVERAGE & LIQUOR UNIT D","D6","ISSUED","4/13/2015","18314 EUCLID AV","","CLEVELAND","OH","44112","CLEVELAND","CUYAHOGA","","NOT A QUOTA EXEMPT CLASS","NO"
"4155361","RINCON ENTERPRISES INC","DBA RINCON CRIOLLO RESTAURANT","D5J","ISSUED","10/1/2020","6504 DETROIT AVE 1ST FL","","CLEVELAND","OH","44102","CLEVELAND","CUYAHOGA","00925","NOT A QUOTA EXEMPT CLASS","NO"
"73935330700","RISER FOODS CO","DBA 117TH & I90 GETGO 3230","C1","ISSUED","6/10/2008","3038 W 117TH ST","","CLEVELAND","OH","44111","CLEVELAND","CUYAHOGA","","NOT A QUOTA EXEMPT CLASS","NO"
"73935330700","RISER FOODS CO","DBA 117TH & I90 GETGO 3230","C2","ISSUED","8/12/2008","3038 W 117TH ST","","CLEVELAND","OH","44111","CLEVELAND","CUYAHOGA","","NOT A QUOTA EXEMPT CLASS","NO"
"73935330135","RISER FOODS CO","DBA GIANT EAGLE #1263","C2","ISSUED","4/26/1999","15325 EDGECLIFF AV","","CLEVELAND","OHIO","44111","CLEVELAND","CUYAHOGA","","NOT A QUOTA EXEMPT CLASS","NO"
"73935330135","RISER FOODS CO","DBA GIANT EAGLE #1263","C2X","ISSUED","4/26/1999","15325 EDGECLIFF AV","","CLEVELAND","OHIO","44111","CLEVELAND","CUYAHOGA","","NOT A QUOTA EXEMPT CLASS","NO"
"73935330135","RISER FOODS CO","DBA GIANT EAGLE #1263","D6","ISSUED","4/26/1999","15325 EDGECLIFF AV","","CLEVELAND","OHIO","44111","CLEVELAND","CUYAHOGA","","NOT A QUOTA EXEMPT CLASS","YES"
"73935330301","RISER FOODS CO","DBA GIANT EAGLE #230","D2","ISSUED","9/3/2008","3050 W 117TH ST","","CLEVELAND","OH","44111","CLEVELAND","CUYAHOGA","","NOT A QUOTA EXEMPT CLASS","NO"
"73935330301","RISER FOODS CO","DBA GIANT EAGLE #230","D2X","ISSUED","9/3/2008","3050 W 117TH ST","","CLEVELAND","OH","44111","CLEVELAND","CUYAHOGA","","NOT A QUOTA EXEMPT CLASS","NO"
"73935330301","RISER FOODS CO","DBA GIANT EAGLE #230","D6","ISSUED","9/3/2008","3050 W 117TH ST","","CLEVELAND","OH","44111","CLEVELAND","CUYAHOGA","","NOT A QUOTA EXEMPT CLASS","YES"
"73935330301","RISER FOODS CO","DBA GIANT EAGLE #230","D8","ISSUED","7/26/2012","3050 W 117TH ST","","CLEVELAND","OH","44111","CLEVELAND","CUYAHOGA","","NOT A QUOTA EXEMPT CLASS","NO"
"73935330760","RISER FOODS CO","DBA RIDGE RD GET GO 3361","C1","ISSUED","2/2/2015","4951 RIDGE ROAD","","CLEVELAND","OH","44129","CLEVELAND","CUYAHOGA","","NOT A QUOTA EXEMPT CLASS","NO"
"73935330760","RISER FOODS CO","DBA RIDGE RD GET GO 3361","C2","ISSUED","2/2/2015","4951 RIDGE ROAD","","CLEVELAND","OH","44129","CLEVELAND","CUYAHOGA","","NOT A QUOTA EXEMPT CLASS","NO"
"73935330760","RISER FOODS CO","DBA RIDGE RD GET GO 3361","D6","ISSUED","2/2/2015","4951 RIDGE ROAD","","CLEVELAND","OH","44129","CLEVELAND","CUYAHOGA","","NOT A QUOTA EXEMPT CLASS","NO"
"7395359","RISING GRILL LLC","","D1","ISSUED","12/17/2018","3709 PAYNE AVE 1ST FL","","CLEVELAND","OHIO","44114","CLEVELAND","CUYAHOGA","","NOT A QUOTA EXEMPT CLASS","NO"
"7395359","RISING GRILL LLC","","D2","ISSUED","12/17/2018","3709 PAYNE AVE 1ST FL","","CLEVELAND","OHIO","44114","CLEVELAND","CUYAHOGA","","NOT A QUOTA EXEMPT CLASS","NO"
"7395359","RISING GRILL LLC","","D6","ISSUED","12/17/2018","3709 PAYNE AVE 1ST FL","","CLEVELAND","OHIO","44114","CLEVELAND","CUYAHOGA","","NOT A QUOTA EXEMPT CLASS","NO"
"74015600157","RITE AID OF OHIO INC","DBA RITE AID 3157","C2","ISSUED","9/8/1998","3402 CLARK AV","","CLEVELAND","OHIO","44109","CLEVELAND","CUYAHOGA","","NOT A QUOTA EXEMPT CLASS","NO"
"74015600157","RITE AID OF OHIO INC","DBA RITE AID 3157","C2X","ISSUED","9/8/1998","3402 CLARK AV","","CLEVELAND","OHIO","44109","CLEVELAND","CUYAHOGA","","NOT A QUOTA EXEMPT CLASS","NO"
"74015601571","RITE AID OF OHIO INC","DBA RITE AID 1570","C1","ISSUED","1/12/2007","6512 FRANKLIN BLVD","","CLEVELAND","OHIO","44102","CLEVELAND","CUYAHOGA","","NOT A QUOTA EXEMPT CLASS","NO"
"74015601571","RITE AID OF OHIO INC","DBA RITE AID 1570","C2","ISSUED","4/17/2007","6512 FRANKLIN BLVD","","CLEVELAND","OHIO","44102","CLEVELAND","CUYAHOGA","","NOT A QUOTA EXEMPT CLASS","NO"
"74015602641","RITE AID OF OHIO INC","DBA RITE AID DISC PHARMACY 2640","C1","ISSUED","1/8/1998","5411 SUPERIOR AV","","CLEVELAND","OHIO","44103","CLEVELAND","CUYAHOGA","","NOT A QUOTA EXEMPT CLASS","NO"
"74015603046","RITE AID OF OHIO INC","DBA RITE AID DISC PHARMACY 3043","C2","ISSUED","11/29/2007","10090 CHESTER AV","","CLEVELAND","OH","44106","CLEVELAND","CUYAHOGA","","NOT A QUOTA EXEMPT CLASS","NO"
"74015603046","RITE AID OF OHIO INC","DBA RITE AID DISC PHARMACY 3043","C2X","ISSUED","11/29/2007","10090 CHESTER AV","","CLEVELAND","OH","44106","CLEVELAND","CUYAHOGA","","NOT A QUOTA EXEMPT CLASS","NO"
"74015603046","RITE AID OF OHIO INC","DBA RITE AID DISC PHARMACY 3043","D6","ISSUED","11/29/2007","10090 CHESTER AV","","CLEVELAND","OH","44106","CLEVELAND","CUYAHOGA","","NOT A QUOTA EXEMPT CLASS","NO"
"74015603148","RITE AID OF OHIO INC","DBA RITE AID DISC PHARM 3148","C2","ISSUED","10/3/1988","2323 BROADVIEW RD","","CLEVELAND","OHIO","44109","CLEVELAND","CUYAHOGA","","NOT A QUOTA EXEMPT CLASS","NO"
"74015603148","RITE AID OF OHIO INC","DBA RITE AID DISC PHARM 3148","C2X","ISSUED","10/3/1988","2323 BROADVIEW RD","","CLEVELAND","OHIO","44109","CLEVELAND","CUYAHOGA","","NOT A QUOTA EXEMPT CLASS","NO"
"74015608135","RITE AID OF OHIO INC","DBA RITE AID 2665","C1","ISSUED","12/18/2015","10502 SAINT CLAIR AV","","CLEVELAND","OH","44108","CLEVELAND","CUYAHOGA","","NOT A QUOTA EXEMPT CLASS","NO"
"74015608135","RITE AID OF OHIO INC","DBA RITE AID 2665","C2","ISSUED","12/17/2018","10502 SAINT CLAIR AV","","CLEVELAND","OH","44108","CLEVELAND","CUYAHOGA","","NOT A QUOTA EXEMPT CLASS","NO"
"740156034861","RITE AID OF OHIO INC","DBA RITE AID 3486","C1","ISSUED","1/15/1999","11702 LORAIN AV","","CLEVELAND","OHIO","44111","CLEVELAND","CUYAHOGA","","NOT A QUOTA EXEMPT CLASS","NO"
"7401526","RITE STOP INC","","C1","ISSUED","6/20/2006","12115 EUCLID AV","","CLEVELAND","OHIO","44106","CLEVELAND","CUYAHOGA","","NOT A QUOTA EXEMPT CLASS","NO"
"7401526","RITE STOP INC","","C2","ISSUED","6/20/2006","12115 EUCLID AV","","CLEVELAND","OHIO","44106","CLEVELAND","CUYAHOGA","","NOT A QUOTA EXEMPT CLASS","NO"
"7401526","RITE STOP INC","","D6","ISSUED","6/20/2006","12115 EUCLID AV","","CLEVELAND","OHIO","44106","CLEVELAND","CUYAHOGA","","NOT A QUOTA EXEMPT CLASS","NO"
"7403184","RITZ CARLTON HOTEL CO LLC","DBA RITZ CARLTON CLEVELAND BSMT 1ST FL NW SIDE 6-12 & 14 FLS","D5A","ISSUED","12/26/1996","1515 W THIRD ST","","CLEVELAND","OHIO","44113","CLEVELAND","CUYAHOGA","00944","NOT A QUOTA EXEMPT CLASS","NO"
"7403184","RITZ CARLTON HOTEL CO LLC","DBA RITZ CARLTON CLEVELAND BSMT 1ST FL NW SIDE 6-12 & 14 FLS","D6","ISSUED","12/26/1996","1515 W THIRD ST","","CLEVELAND","OHIO","44113","CLEVELAND","CUYAHOGA","00944","NOT A QUOTA EXEMPT CLASS","NO"
"74031840005","RITZ CARLTON HOTEL CO LLC","DBA SILVER GRILLE","D5","ISSUED","9/13/2002","200 W PROSPECT AV 10TH FLR","","CLEVELAND","OHIO","44113","CLEVELAND","CUYAHOGA","00944","NOT A QUOTA EXEMPT CLASS","NO"
"74031840005","RITZ CARLTON HOTEL CO LLC","DBA SILVER GRILLE","D6","ISSUED","9/13/2002","200 W PROSPECT AV 10TH FLR","","CLEVELAND","OHIO","44113","CLEVELAND","CUYAHOGA","00944","NOT A QUOTA EXEMPT CLASS","NO"
"7405950","RIVER ROOTS BARREL CO LLC","","A3A","ISSUED","7/26/2023","3236 W 121ST ST UNIT A","","CLEVELAND","OH","44111","CLEVELAND","CUYAHOGA","","NOT A QUOTA EXEMPT CLASS","NO"
"7405950","RIVER ROOTS BARREL CO LLC","","D6","ISSUED","7/26/2023","3236 W 121ST ST UNIT A","","CLEVELAND","OH","44111","CLEVELAND","CUYAHOGA","","NOT A QUOTA EXEMPT CLASS","NO"
"7149228","RK NAGRA INC","DBA SUN VALLEY BEVERAGE","C1","ISSUED","11/2/2012","2700 W 25TH ST UNIT B","","CLEVELAND","OHIO","44113","CLEVELAND","CUYAHOGA","","NOT A QUOTA EXEMPT CLASS","NO"
"7149228","RK NAGRA INC","DBA SUN VALLEY BEVERAGE","C2","ISSUED","11/2/2012","2700 W 25TH ST UNIT B","","CLEVELAND","OHIO","44113","CLEVELAND","CUYAHOGA","","NOT A QUOTA EXEMPT CLASS","NO"
"7505766","RMTT LLC","DBA IZZOS CAFE","D1","ISSUED","8/30/2018","10038-42 LORAIN AV","","CLEVELAND","OHIO","44111","CLEVELAND","CUYAHOGA","00925","NOT A QUOTA EXEMPT CLASS","NO"
"7505766","RMTT LLC","DBA IZZOS CAFE","D2","ISSUED","8/30/2018","10038-42 LORAIN AV","","CLEVELAND","OHIO","44111","CLEVELAND","CUYAHOGA","00925","NOT A QUOTA EXEMPT CLASS","NO"
"7505766","RMTT LLC","DBA IZZOS CAFE","D3","ISSUED","8/30/2018","10038-42 LORAIN AV","","CLEVELAND","OHIO","44111","CLEVELAND","CUYAHOGA","00925","NOT A QUOTA EXEMPT CLASS","NO"
"7505766","RMTT LLC","DBA IZZOS CAFE","D3A","ISSUED","8/30/2018","10038-42 LORAIN AV","","CLEVELAND","OHIO","44111","CLEVELAND","CUYAHOGA","00925","NOT A QUOTA EXEMPT CLASS","NO"
"7505766","RMTT LLC","DBA IZZOS CAFE","D6","ISSUED","8/30/2018","10038-42 LORAIN AV","","CLEVELAND","OHIO","44111","CLEVELAND","CUYAHOGA","00925","NOT A QUOTA EXEMPT CLASS","NO"
"0505406","ROBERT DALE BATCH","DBA YOUR SNACK SHACK","C1","ISSUED","3/3/1998","14300 KINSMAN RD 1ST FL & BSMT","","CLEVELAND","OHIO","44120","CLEVELAND","CUYAHOGA","","NOT A QUOTA EXEMPT CLASS","NO"
"0505406","ROBERT DALE BATCH","DBA YOUR SNACK SHACK","C2","ISSUED","3/3/1998","14300 KINSMAN RD 1ST FL & BSMT","","CLEVELAND","OHIO","44120","CLEVELAND","CUYAHOGA","","NOT A QUOTA EXEMPT CLASS","NO"
"7458861","ROCKING HORSE II INC","DBA BECKYS DOWNTOWN","D5","ISSUED","9/21/1983","1762 E 18TH ST","","CLEVELAND","OHIO","44114","CLEVELAND","CUYAHOGA","00914","NOT A QUOTA EXEMPT CLASS","NO"
"7458861","ROCKING HORSE II INC","DBA BECKYS DOWNTOWN","D6","ISSUED","9/21/1983","1762 E 18TH ST","","CLEVELAND","OHIO","44114","CLEVELAND","CUYAHOGA","00914","NOT A QUOTA EXEMPT CLASS","NO"
"7463715","ROCKWELL BISTRO LLC","DBA EMPERORS CLUB","D5","ISSUED","11/14/2022","2232 ROCKWELL AVE & PATIO","","CLEVELAND","OHIO","44114","CLEVELAND","CUYAHOGA","00944","NOT A QUOTA EXEMPT CLASS","NO"
"7463715","ROCKWELL BISTRO LLC","DBA EMPERORS CLUB","D6","ISSUED","11/14/2022","2232 ROCKWELL AVE & PATIO","","CLEVELAND","OHIO","44114","CLEVELAND","CUYAHOGA","00944","NOT A QUOTA EXEMPT CLASS","NO"
"7469110","ROEHL TRANSPORT INC CORPORATION","","H","ISSUED","12/5/1990","1916 E 29TH ST","P O BOX 750","MARSHFIELD","WISCONSIN","54449","CLEVELAND","CUYAHOGA","","NOT A QUOTA EXEMPT CLASS","NO"
"7500355","ROME JACK INC","","C1","ISSUED","2/1/2006","3367 E 65TH ST 1ST FL FRONT","","CLEVELAND","OHIO","44127","CLEVELAND","CUYAHOGA","","NOT A QUOTA EXEMPT CLASS","NO"
"7500355","ROME JACK INC","","C2","ISSUED","2/1/2006","3367 E 65TH ST 1ST FL FRONT","","CLEVELAND","OHIO","44127","CLEVELAND","CUYAHOGA","","NOT A QUOTA EXEMPT CLASS","NO"
"7505604","RONNIES MARATHON INC","DBA HENRYS MARATHON","C1","ISSUED","3/5/2015","3106 FULTON RD","","CLEVELAND","OHIO","44109","CLEVELAND","CUYAHOGA","","NOT A QUOTA EXEMPT CLASS","NO"
"7505604","RONNIES MARATHON INC","DBA HENRYS MARATHON","C2","ISSUED","3/5/2015","3106 FULTON RD","","CLEVELAND","OHIO","44109","CLEVELAND","CUYAHOGA","","NOT A QUOTA EXEMPT CLASS","NO"
"7514486","ROSCOE INC","DBA HONEY DO CLUB","D1","ISSUED","2/27/1996","12515-19 & 23 ST CLAIR AVE","1ST FL & BSMT","CLEVELAND","OHIO","44108","CLEVELAND","CUYAHOGA","00945","NOT A QUOTA EXEMPT CLASS","NO"
"7514486","ROSCOE INC","DBA HONEY DO CLUB","D2","ISSUED","2/27/1996","12515-19 & 23 ST CLAIR AVE","1ST FL & BSMT","CLEVELAND","OHIO","44108","CLEVELAND","CUYAHOGA","00945","NOT A QUOTA EXEMPT CLASS","NO"
"7514486","ROSCOE INC","DBA HONEY DO CLUB","D3","ISSUED","2/27/1996","12515-19 & 23 ST CLAIR AVE","1ST FL & BSMT","CLEVELAND","OHIO","44108","CLEVELAND","CUYAHOGA","00945","NOT A QUOTA EXEMPT CLASS","NO"
"7514486","ROSCOE INC","DBA HONEY DO CLUB","D3A","ISSUED","2/27/1996","12515-19 & 23 ST CLAIR AVE","1ST FL & BSMT","CLEVELAND","OHIO","44108","CLEVELAND","CUYAHOGA","00945","NOT A QUOTA EXEMPT CLASS","NO"
"7543988","ROSSIVEE INC","DBA LITERARY CAFE","D2","ISSUED","5/31/2019","1031 LITERARY RD 1ST FL & BSMT","","CLEVELAND","OHIO","44113","CLEVELAND","CUYAHOGA","00944","NOT A QUOTA EXEMPT CLASS","NO"
"7543988","ROSSIVEE INC","DBA LITERARY CAFE","D2X","ISSUED","5/31/2019","1031 LITERARY RD 1ST FL & BSMT","","CLEVELAND","OHIO","44113","CLEVELAND","CUYAHOGA","00944","NOT A QUOTA EXEMPT CLASS","NO"
"7543988","ROSSIVEE INC","DBA LITERARY CAFE","D3","ISSUED","5/31/2019","1031 LITERARY RD 1ST FL & BSMT","","CLEVELAND","OHIO","44113","CLEVELAND","CUYAHOGA","00944","NOT A QUOTA EXEMPT CLASS","NO"
"7543988","ROSSIVEE INC","DBA LITERARY CAFE","D3A","ISSUED","5/31/2019","1031 LITERARY RD 1ST FL & BSMT","","CLEVELAND","OHIO","44113","CLEVELAND","CUYAHOGA","00944","NOT A QUOTA EXEMPT CLASS","NO"
"7549656","ROTANKO INC","","D2","ISSUED","5/13/1993","3830 ST CLAIR 1ST FL & BSMT","","CLEVELAND","OHIO","44114","CLEVELAND","CUYAHOGA","00914","NOT A QUOTA EXEMPT CLASS","NO"
"7549656","ROTANKO INC","","D2X","ISSUED","5/13/1993","3830 ST CLAIR 1ST FL & BSMT","","CLEVELAND","OHIO","44114","CLEVELAND","CUYAHOGA","00914","NOT A QUOTA EXEMPT CLASS","NO"
"7549656","ROTANKO INC","","D3","ISSUED","5/13/1993","3830 ST CLAIR 1ST FL & BSMT","","CLEVELAND","OHIO","44114","CLEVELAND","CUYAHOGA","00914","NOT A QUOTA EXEMPT CLASS","NO"
"7549656","ROTANKO INC","","D6","ISSUED","5/13/1993","3830 ST CLAIR 1ST FL & BSMT","","CLEVELAND","OHIO","44114","CLEVELAND","CUYAHOGA","00914","NOT A QUOTA EXEMPT CLASS","NO"
"7560976","ROWFANT CLUB","","D4","ISSUED","2/16/2007","3028 PROSPECT AV","","CLEVELAND","OHIO","44115","CLEVELAND","CUYAHOGA","00914","NOT A QUOTA EXEMPT CLASS","NO"
"7560976","ROWFANT CLUB","","D6","ISSUED","2/16/2007","3028 PROSPECT AV","","CLEVELAND","OHIO","44115","CLEVELAND","CUYAHOGA","00914","NOT A QUOTA EXEMPT CLASS","NO"
"7306407","RPEL 2175 CORNELL LLC","","D2","ISSUED","2/9/2023","2175 CORNELL RD & PATIO","","CLEVELAND","OH","44106","CLEVELAND","CUYAHOGA","00919","NOT A QUOTA EXEMPT CLASS","NO"
"7306407","RPEL 2175 CORNELL LLC","","D2X","ISSUED","2/9/2023","2175 CORNELL RD & PATIO","","CLEVELAND","OH","44106","CLEVELAND","CUYAHOGA","00919","NOT A QUOTA EXEMPT CLASS","NO"
"7306407","RPEL 2175 CORNELL LLC","","D3","ISSUED","2/9/2023","2175 CORNELL RD & PATIO","","CLEVELAND","OH","44106","CLEVELAND","CUYAHOGA","00919","NOT A QUOTA EXEMPT CLASS","NO"
"7306407","RPEL 2175 CORNELL LLC","","D3A","ISSUED","2/9/2023","2175 CORNELL RD & PATIO","","CLEVELAND","OH","44106","CLEVELAND","CUYAHOGA","00919","NOT A QUOTA EXEMPT CLASS","NO"
"7306407","RPEL 2175 CORNELL LLC","","D6","ISSUED","2/9/2023","2175 CORNELL RD & PATIO","","CLEVELAND","OH","44106","CLEVELAND","CUYAHOGA","00919","NOT A QUOTA EXEMPT CLASS","NO"
"7569455","RPM SPIRITS INC","DBA ONE STOP LIQUOR 1ST FL","C1","ISSUED","12/10/2019","4071 LEE RD UNIT 290","","CLEVELAND","OHIO","44128","CLEVELAND","CUYAHOGA","","C1 - C2 AGENCY","NO"
"7569455","RPM SPIRITS INC","DBA ONE STOP LIQUOR 1ST FL","C2","ISSUED","12/10/2019","4071 LEE RD UNIT 290","","CLEVELAND","OHIO","44128","CLEVELAND","CUYAHOGA","","C1 - C2 AGENCY","NO"
"7569455","RPM SPIRITS INC","DBA ONE STOP LIQUOR 1ST FL","D6","ISSUED","12/10/2019","4071 LEE RD UNIT 290","","CLEVELAND","OHIO","44128","CLEVELAND","CUYAHOGA","","NOT A QUOTA EXEMPT CLASS","NO"
"7583540","RUDYS PUB LLC","DBA RUDYS PUB","D5","ISSUED","7/26/2016","2189-91 LEE RD & PATIO","","CLEVELAND HEIGHTS","OH","44118","CLEVELAND HGTS","CUYAHOGA","00914","NOT A QUOTA EXEMPT CLASS","NO"
"7583540","RUDYS PUB LLC","DBA RUDYS PUB","D6","ISSUED","7/26/2016","2189-91 LEE RD & PATIO","","CLEVELAND HEIGHTS","OH","44118","CLEVELAND HGTS","CUYAHOGA","00914","NOT A QUOTA EXEMPT CLASS","NO"
"7642564","S & P EAST 4 WOOLWORTH LLC","","D2","ISSUED","4/1/2016","2050 E 4TH AVE","","CLEVELAND","OH","44115","CLEVELAND","CUYAHOGA","00994","NOT A QUOTA EXEMPT CLASS","NO"
"7642564","S & P EAST 4 WOOLWORTH LLC","","D2X","ISSUED","4/1/2016","2050 E 4TH AVE","","CLEVELAND","OH","44115","CLEVELAND","CUYAHOGA","00994","NOT A QUOTA EXEMPT CLASS","NO"
"7642564","S & P EAST 4 WOOLWORTH LLC","","D3","ISSUED","4/1/2016","2050 E 4TH AVE","","CLEVELAND","OH","44115","CLEVELAND","CUYAHOGA","00994","NOT A QUOTA EXEMPT CLASS","NO"
"7642564","S & P EAST 4 WOOLWORTH LLC","","D3A","ISSUED","4/1/2016","2050 E 4TH AVE","","CLEVELAND","OH","44115","CLEVELAND","CUYAHOGA","00994","NOT A QUOTA EXEMPT CLASS","NO"
"7642564","S & P EAST 4 WOOLWORTH LLC","","D6","ISSUED","4/1/2016","2050 E 4TH AVE","","CLEVELAND","OH","44115","CLEVELAND","CUYAHOGA","00994","NOT A QUOTA EXEMPT CLASS","NO"
"7638729","S & S SUPERMARKET INC","DBA WOODLAND SUPERMARKET","C1","ISSUED","8/1/2022","6206 WOODLAND AVE","","CLEVELAND","OH","44104","CLEVELAND","CUYAHOGA","","NOT A QUOTA EXEMPT CLASS","NO"
"7638729","S & S SUPERMARKET INC","DBA WOODLAND SUPERMARKET","C2","ISSUED","8/1/2022","6206 WOODLAND AVE","","CLEVELAND","OH","44104","CLEVELAND","CUYAHOGA","","NOT A QUOTA EXEMPT CLASS","NO"
"8059120","SA SHAY LLC","","D5","ISSUED","9/2/2020","13124 EUCLID AVE","","EAST CLEVELAND","OH","44112","EAST CLEVELAND","CUYAHOGA","00914","NOT A QUOTA EXEMPT CLASS","NO"
"7638440","SABA EXPRESS LLC","","C2","ISSUED","5/7/2019","9901 LORETTA AV","","CLEVELAND","OH","44102","CLEVELAND","CUYAHOGA","","NOT A QUOTA EXEMPT CLASS","NO"
"7638440","SABA EXPRESS LLC","","C2X","ISSUED","5/7/2019","9901 LORETTA AV","","CLEVELAND","OH","44102","CLEVELAND","CUYAHOGA","","NOT A QUOTA EXEMPT CLASS","NO"
"7650370","SABAH HANINI INC","DBA LITTLE EAGLE FOOD MARKET","C1","ISSUED","3/4/2003","3111 E 93RD ST","","CLEVELAND","OHIO","44104","CLEVELAND","CUYAHOGA","","NOT A QUOTA EXEMPT CLASS","NO"
"7650370","SABAH HANINI INC","DBA LITTLE EAGLE FOOD MARKET","C2","ISSUED","3/4/2003","3111 E 93RD ST","","CLEVELAND","OHIO","44104","CLEVELAND","CUYAHOGA","","NOT A QUOTA EXEMPT CLASS","NO"
"7677135","SACHIDANAND KRUPA INC","DBA OLD BROOKLYN FOOD MARKET","C1","ISSUED","4/21/2017","4785 PEARL RD","","CLEVELAND","OHIO","44109","CLEVELAND","CUYAHOGA","","NOT A QUOTA EXEMPT CLASS","NO"
